,H.ì`ï[î‘çÜ,H.èWåvëŒè€âcã∆îNåéì˙,H.ójì˙,H.ì`ï[î≠çsì˙,H.ì`ï[èàóùì˙,H.ÉeÅ[ÉuÉãî‘çÜ,H.ãqêîÅiçáåvÅj,H.ãqêîÅiíjÅj,H.ãqêîÅièóÅj,H.ëçè§ïiêî,H.ì`ï[ã‡äz,H.ì`ï[ê≈äz,C.ãqëw
715,No:201900300001088,2018/6/4,åé,2018/6/4 18:31,2018/6/4 21:50,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,50,29387,2157,ìoò^Ç»Çµ
716,No:201900300001089,2018/6/4,åé,2018/6/4 18:38,2018/6/4 21:42,000000010:ÉeÅ[ÉuÉã1,2,2,0,15,12889,949,ìoò^Ç»Çµ
717,No:201900300001090,2018/6/4,åé,2018/6/4 18:54,2018/6/4 20:15,000000007:ÉJÉEÉìÉ^Å[7,1,0,1,6,3918,288,ìoò^Ç»Çµ
718,No:201900300001091,2018/6/4,åé,2018/6/4 19:02,2018/6/4 21:57,000000017:å@ÇËÇ≤ÇΩÇ¬5,4,4,0,35,25757,1897,ìoò^Ç»Çµ
719,No:201900300001092,2018/6/4,åé,2018/6/4 19:11,2018/6/4 21:52,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,13,8657,637,ìoò^Ç»Çµ
720,No:201900300001093,2018/6/4,åé,2018/6/4 19:45,2018/6/4 21:25,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,16,9335,685,ìoò^Ç»Çµ
721,No:201900300001094,2018/6/4,åé,2018/6/4 20:09,2018/6/4 21:37,000000012:ÉeÅ[ÉuÉã3,2,1,1,10,6098,448,ìoò^Ç»Çµ
722,No:201900300001095,2018/6/5,âŒ,2018/6/5 18:01,2018/6/5 20:13,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,18,13018,958,ìoò^Ç»Çµ
723,No:201900300001096,2018/6/5,âŒ,2018/6/5 18:33,2018/6/5 19:01,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,6,4058,298,ìoò^Ç»Çµ
724,No:201900300001097,2018/6/5,âŒ,2018/6/5 18:41,2018/6/5 22:21,000000014:å@ÇËÇ≤ÇΩÇ¬2,8,8,0,49,27231,2001,ìoò^Ç»Çµ
725,No:201900300001098,2018/6/5,âŒ,2018/6/5 19:28,2018/6/5 22:11,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,2,0,20,10209,749,ìoò^Ç»Çµ
726,No:201900300001099,2018/6/5,âŒ,2018/6/5 21:09,2018/6/5 21:16,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,4,1856,136,ìoò^Ç»Çµ
727,No:201900300001100,2018/6/5,âŒ,2018/6/5 21:29,2018/6/5 23:02,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,10,5720,420,ìoò^Ç»Çµ
728,No:201900300001101,2018/6/6,êÖ,2018/6/6 17:48,2018/6/6 18:22,000000010:ÉeÅ[ÉuÉã1,2,1,1,8,4425,325,ìoò^Ç»Çµ
729,No:201900300001102,2018/6/6,êÖ,2018/6/6 18:04,2018/6/6 21:30,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,38,24263,1783,ìoò^Ç»Çµ
730,No:201900300001103,2018/6/6,êÖ,2018/6/6 18:08,2018/6/6 21:12,000000012:ÉeÅ[ÉuÉã3,3,3,0,37,22081,1621,ìoò^Ç»Çµ
731,No:201900300001104,2018/6/6,êÖ,2018/6/6 18:27,2018/6/6 20:34,000000014:å@ÇËÇ≤ÇΩÇ¬2,10,10,0,55,42305,3115,ìoò^Ç»Çµ
732,No:201900300001105,2018/6/6,êÖ,2018/6/6 18:28,2018/6/6 20:37,000000020:å@ÇËÇ≤ÇΩÇ¬8,9,9,0,41,39794,2934,ìoò^Ç»Çµ
733,No:201900300001106,2018/6/6,êÖ,2018/6/6 18:41,2018/6/6 22:00,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,9,6519,479,ìoò^Ç»Çµ
734,No:201900300001107,2018/6/6,êÖ,2018/6/6 21:05,2018/6/6 22:09,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,3,0,10,4760,350,ìoò^Ç»Çµ
735,No:201900300001108,2018/6/7,ñÿ,2018/6/7 18:04,2018/6/7 21:19,000000014:å@ÇËÇ≤ÇΩÇ¬2,8,4,4,18,29684,2196,ìoò^Ç»Çµ
736,No:201900300001109,2018/6/7,ñÿ,2018/6/7 18:14,2018/6/7 21:09,000000012:ÉeÅ[ÉuÉã3,2,1,1,18,10350,760,ìoò^Ç»Çµ
737,No:201900300001110,2018/6/7,ñÿ,2018/6/7 18:23,2018/6/7 22:26,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,2,0,12,9489,699,ìoò^Ç»Çµ
738,No:201900300001111,2018/6/7,ñÿ,2018/6/7 21:02,2018/6/7 21:41,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,14,7133,523,ìoò^Ç»Çµ
739,No:201900300001112,2018/6/7,ñÿ,2018/6/7 21:25,2018/6/7 22:15,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,12,7868,578,ìoò^Ç»Çµ
740,No:201900300001113,2018/6/7,ñÿ,2018/6/7 21:28,2018/6/7 22:46,000000012:ÉeÅ[ÉuÉã3,4,4,0,33,21025,1545,ìoò^Ç»Çµ
741,No:201900300001114,2018/6/7,ñÿ,2018/6/7 21:51,2018/6/7 23:49,000000014:å@ÇËÇ≤ÇΩÇ¬2,8,8,0,35,16316,1196,ìoò^Ç»Çµ
742,No:201900300001115,2018/6/7,ñÿ,2018/6/7 22:15,2018/6/7 23:40,000000018:å@ÇËÇ≤ÇΩÇ¬6,2,1,1,11,6151,451,ìoò^Ç»Çµ
743,No:201900300001116,2018/6/7,ñÿ,2018/6/7 22:24,2018/6/7 23:55,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,5,1,27,13080,960,ìoò^Ç»Çµ
744,No:201900300001117,2018/6/8,ã‡,2018/6/8 18:06,2018/6/8 20:01,000000013:å@ÇËÇ≤ÇΩÇ¬1,15,15,0,21,78000,5772,ìoò^Ç»Çµ
745,No:201900300001118,2018/6/8,ã‡,2018/6/8 18:24,2018/6/8 21:17,000000017:å@ÇËÇ≤ÇΩÇ¬5,10,10,0,35,60303,4453,ìoò^Ç»Çµ
746,No:201900300001119,2018/6/8,ã‡,2018/6/8 18:25,2018/6/8 19:27,000000010:ÉeÅ[ÉuÉã1,2,1,1,8,4619,339,ìoò^Ç»Çµ
747,No:201900300001120,2018/6/8,ã‡,2018/6/8 18:34,2018/6/8 19:33,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,12,6734,494,ìoò^Ç»Çµ
748,No:201900300001121,2018/6/8,ã‡,2018/6/8 18:44,2018/6/8 19:39,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,4077,297,ìoò^Ç»Çµ
749,No:201900300001122,2018/6/8,ã‡,2018/6/8 18:59,2018/6/8 22:55,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,18,14746,1086,ìoò^Ç»Çµ
750,No:201900300001123,2018/6/8,ã‡,2018/6/8 19:36,2018/6/8 22:22,000000010:ÉeÅ[ÉuÉã1,2,2,0,17,10319,759,ìoò^Ç»Çµ
751,No:201900300001124,2018/6/8,ã‡,2018/6/8 19:57,2018/6/8 21:31,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,6086,446,ìoò^Ç»Çµ
752,No:201900300001125,2018/6/8,ã‡,2018/6/8 20:18,2018/6/8 23:17,000000012:ÉeÅ[ÉuÉã3,5,5,0,39,24481,1801,ìoò^Ç»Çµ
753,No:201900300001126,2018/6/8,ã‡,2018/6/8 20:19,2018/6/8 22:49,000000020:å@ÇËÇ≤ÇΩÇ¬8,11,11,0,11,44000,3256,ìoò^Ç»Çµ
754,No:201900300001127,2018/6/8,ã‡,2018/6/8 20:23,2018/6/8 21:54,000000014:å@ÇËÇ≤ÇΩÇ¬2,8,8,0,34,19827,1457,ìoò^Ç»Çµ
755,No:201900300001128,2018/6/8,ã‡,2018/6/8 21:05,2018/6/8 21:51,000000001:ÉJÉEÉìÉ^Å[1,1,0,1,4,2720,200,ìoò^Ç»Çµ
756,No:201900300001129,2018/6/8,ã‡,2018/6/8 21:34,2018/6/8 22:51,000000016:å@ÇËÇ≤ÇΩÇ¬4,4,4,0,14,6767,497,ìoò^Ç»Çµ
757,No:201900300001130,2018/6/9,ìy,2018/6/9 17:18,2018/6/9 19:57,000000019:å@ÇËÇ≤ÇΩÇ¬7,2,0,2,9,8702,642,ìoò^Ç»Çµ
758,No:201900300001131,2018/6/9,ìy,2018/6/9 17:48,2018/6/9 18:44,000000010:ÉeÅ[ÉuÉã1,2,1,1,12,7706,566,ìoò^Ç»Çµ
759,No:201900300001132,2018/6/9,ìy,2018/6/9 17:50,2018/6/9 19:44,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,13,8365,615,ìoò^Ç»Çµ
760,No:201900300001133,2018/6/9,ìy,2018/6/9 18:02,2018/6/9 18:49,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,1,1,9,6217,457,ìoò^Ç»Çµ
761,No:201900300001134,2018/6/9,ìy,2018/6/9 18:17,2018/6/9 21:27,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,13,6507,477,ìoò^Ç»Çµ
762,No:201900300001135,2018/6/9,ìy,2018/6/9 18:37,2018/6/9 23:35,000000012:ÉeÅ[ÉuÉã3,6,1,5,50,32804,2414,ìoò^Ç»Çµ
763,No:201900300001136,2018/6/9,ìy,2018/6/9 18:51,2018/6/9 20:42,000000017:å@ÇËÇ≤ÇΩÇ¬5,8,8,0,44,24942,1832,ìoò^Ç»Çµ
764,No:201900300001137,2018/6/9,ìy,2018/6/9 18:57,2018/6/9 21:07,000000013:å@ÇËÇ≤ÇΩÇ¬1,14,14,0,91,53327,3917,ìoò^Ç»Çµ
765,No:201900300001138,2018/6/9,ìy,2018/6/9 18:57,2018/6/9 20:25,000000010:ÉeÅ[ÉuÉã1,2,1,1,9,6207,457,ìoò^Ç»Çµ
766,No:201900300001139,2018/6/9,ìy,2018/6/9 19:22,2018/6/9 20:28,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,10,5612,412,ìoò^Ç»Çµ
767,No:201900300001140,2018/6/9,ìy,2018/6/9 19:37,2018/6/9 22:01,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,5,0,5,20000,1480,ìoò^Ç»Çµ
768,No:201900300001141,2018/6/9,ìy,2018/6/9 20:12,2018/6/9 20:53,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,6,3227,237,ìoò^Ç»Çµ
769,No:201900300001142,2018/6/9,ìy,2018/6/9 20:22,2018/6/9 23:40,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,14,9812,722,ìoò^Ç»Çµ
770,No:201900300001143,2018/6/9,ìy,2018/6/9 20:27,2018/6/9 21:10,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,8,4014,294,ìoò^Ç»Çµ
771,No:201900300001144,2018/6/9,ìy,2018/6/9 20:30,2018/6/9 22:43,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,2,1,20,12584,924,ìoò^Ç»Çµ
772,No:201900300001145,2018/6/9,ìy,2018/6/9 20:36,2018/6/9 21:32,000000019:å@ÇËÇ≤ÇΩÇ¬7,3,1,2,17,9917,727,ìoò^Ç»Çµ
773,No:201900300001146,2018/6/9,ìy,2018/6/9 20:41,2018/6/9 22:00,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,16,10266,756,ìoò^Ç»Çµ
774,No:201900300001147,2018/6/9,ìy,2018/6/9 21:34,2018/6/9 23:10,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,19,11926,876,ìoò^Ç»Çµ
775,No:201900300001148,2018/6/9,ìy,2018/6/9 22:04,2018/6/9 23:39,000000004:ÉJÉEÉìÉ^Å[4,1,1,0,7,5786,426,ìoò^Ç»Çµ
776,No:201900300001149,2018/6/9,ìy,2018/6/9 22:24,2018/6/9 23:01,000000006:ÉJÉEÉìÉ^Å[6,1,1,0,5,2547,187,ìoò^Ç»Çµ
777,No:201900300001150,2018/6/10,ì˙,2018/6/10 17:09,2018/6/10 18:57,000000010:ÉeÅ[ÉuÉã1,2,2,0,9,5213,383,ìoò^Ç»Çµ
778,No:201900300001151,2018/6/10,ì˙,2018/6/10 18:04,2018/6/10 21:13,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,1,1,13,9131,671,ìoò^Ç»Çµ
779,No:201900300001152,2018/6/10,ì˙,2018/6/10 18:10,2018/6/10 21:14,000000012:ÉeÅ[ÉuÉã3,2,1,1,11,6012,442,ìoò^Ç»Çµ
780,No:201900300001153,2018/6/10,ì˙,2018/6/10 18:13,2018/6/10 19:28,000000016:å@ÇËÇ≤ÇΩÇ¬4,3,1,2,19,10620,780,ìoò^Ç»Çµ
781,No:201900300001154,2018/6/10,ì˙,2018/6/10 18:43,2018/6/10 19:49,000000020:å@ÇËÇ≤ÇΩÇ¬8,2,1,1,5,3540,260,ìoò^Ç»Çµ
782,No:201900300001155,2018/6/10,ì˙,2018/6/10 18:51,2018/6/10 21:06,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,10,5451,401,ìoò^Ç»Çµ
783,No:201900300001156,2018/6/11,åé,2018/6/11 18:34,2018/6/11 20:47,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,0,2,11,7890,580,ìoò^Ç»Çµ
784,No:201900300001157,2018/6/11,åé,2018/6/11 18:58,2018/6/11 21:15,000000017:å@ÇËÇ≤ÇΩÇ¬5,10,10,0,92,54427,3997,ìoò^Ç»Çµ
785,No:201900300001158,2018/6/11,åé,2018/6/11 19:02,2018/6/11 21:04,000000020:å@ÇËÇ≤ÇΩÇ¬8,5,5,0,28,14753,1083,ìoò^Ç»Çµ
786,No:201900300001159,2018/6/11,åé,2018/6/11 19:02,2018/6/11 20:26,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,6,3303,243,ìoò^Ç»Çµ
787,No:201900300001160,2018/6/11,åé,2018/6/11 19:11,2018/6/11 20:57,000000015:å@ÇËÇ≤ÇΩÇ¬3,4,4,0,29,16041,1181,óàìXìÆã@:àÍå©
788,No:201900300001161,2018/6/11,åé,2018/6/11 21:06,2018/6/11 22:53,000000014:å@ÇËÇ≤ÇΩÇ¬2,2,2,0,13,8215,605,ìoò^Ç»Çµ
789,No:201900300001162,2018/6/11,åé,2018/6/11 21:28,2018/6/11 21:52,000000012:ÉeÅ[ÉuÉã3,3,1,2,7,4144,304,ìoò^Ç»Çµ
790,No:201900300001163,2018/6/11,åé,2018/6/11 21:30,2018/6/11 22:13,000000015:å@ÇËÇ≤ÇΩÇ¬3,0,0,0,4,2224,164,ìoò^Ç»Çµ
791,No:201900300001164,2018/6/11,åé,2018/6/11 21:39,2018/6/11 22:43,000000010:ÉeÅ[ÉuÉã1,4,4,0,39,28242,2082,ìoò^Ç»Çµ
792,No:201900300001165,2018/6/12,âŒ,2018/6/12 19:07,2018/6/12 21:48,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,15,10762,792,ìoò^Ç»Çµ
793,No:201900300001166,2018/6/13,êÖ,2018/6/13 17:31,2018/6/13 21:09,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,18,10083,743,ìoò^Ç»Çµ
794,No:201900300001167,2018/6/13,êÖ,2018/6/13 18:04,2018/6/13 20:42,000000017:å@ÇËÇ≤ÇΩÇ¬5,9,9,0,18,36000,2664,ìoò^Ç»Çµ
795,No:201900300001168,2018/6/13,êÖ,2018/6/13 18:34,2018/6/13 20:58,000000012:ÉeÅ[ÉuÉã3,9,9,0,15,47476,3512,ìoò^Ç»Çµ
796,No:201900300001169,2018/6/13,êÖ,2018/6/13 19:34,2018/6/13 22:18,000000020:å@ÇËÇ≤ÇΩÇ¬8,10,10,0,91,56161,4131,ìoò^Ç»Çµ
797,No:201900300001170,2018/6/13,êÖ,2018/6/13 19:35,2018/6/13 22:08,000000014:å@ÇËÇ≤ÇΩÇ¬2,13,13,0,13,45500,3367,ìoò^Ç»Çµ
798,No:201900300001171,2018/6/13,êÖ,2018/6/13 20:44,2018/6/13 22:34,000000004:ÉJÉEÉìÉ^Å[4,2,1,1,14,9791,721,ìoò^Ç»Çµ
799,No:201900300001172,2018/6/13,êÖ,2018/6/13 21:23,2018/6/13 22:09,000000021:å@ÇËÇ≤ÇΩÇ¬9,3,1,2,7,3562,262,ìoò^Ç»Çµ
800,No:201900300001173,2018/6/14,ñÿ,2018/6/14 17:51,2018/6/14 19:52,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,12,33960,2514,ìoò^Ç»Çµ
801,No:201900300001174,2018/6/14,ñÿ,2018/6/14 18:09,2018/6/14 19:54,000000008:ÉJÉEÉìÉ^Å[8,2,2,0,12,7231,531,ìoò^Ç»Çµ
802,No:201900300001175,2018/6/14,ñÿ,2018/6/14 18:46,2018/6/14 21:06,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,4,0,32,20118,1478,ìoò^Ç»Çµ
803,No:201900300001176,2018/6/14,ñÿ,2018/6/14 18:47,2018/6/14 21:38,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,2,0,15,10600,780,ìoò^Ç»Çµ
804,No:201900300001177,2018/6/14,ñÿ,2018/6/14 19:43,2018/6/14 22:09,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,38,19997,1467,ìoò^Ç»Çµ
805,No:201900300001178,2018/6/14,ñÿ,2018/6/14 19:51,2018/6/14 23:18,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,3,0,22,13328,978,ìoò^Ç»Çµ
806,No:201900300001179,2018/6/14,ñÿ,2018/6/14 20:03,2018/6/14 22:42,000000015:å@ÇËÇ≤ÇΩÇ¬3,8,8,0,38,31610,2330,ìoò^Ç»Çµ
807,No:201900300001180,2018/6/14,ñÿ,2018/6/14 20:27,2018/6/14 20:28,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,6,0,12,24000,1776,ìoò^Ç»Çµ
808,No:201900300001181,2018/6/14,ñÿ,2018/6/14 20:30,2018/6/14 22:26,000000019:å@ÇËÇ≤ÇΩÇ¬7,4,4,0,23,13329,979,ìoò^Ç»Çµ
809,No:201900300001182,2018/6/14,ñÿ,2018/6/14 20:37,2018/6/14 23:19,000000010:ÉeÅ[ÉuÉã1,8,8,0,42,27479,2019,ìoò^Ç»Çµ
810,No:201900300001183,2018/6/14,ñÿ,2018/6/14 21:03,2018/6/14 22:02,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,8,4760,350,ìoò^Ç»Çµ
811,No:201900300001184,2018/6/14,ñÿ,2018/6/14 17:51,2018/6/14 19:52,000000020:å@ÇËÇ≤ÇΩÇ¬8,-6,-6,0,-12,-33960,-2514,ìoò^Ç»Çµ
812,No:201900300001185,2018/6/14,ñÿ,2018/6/14 19:43,2018/6/14 22:09,000000017:å@ÇËÇ≤ÇΩÇ¬5,-5,-5,0,-38,-19997,-1467,ìoò^Ç»Çµ
813,No:201900300001186,2018/6/14,ñÿ,2018/6/14 23:57,2018/6/14 23:57,000000017:å@ÇËÇ≤ÇΩÇ¬5,5,5,0,38,19997,1467,ìoò^Ç»Çµ
814,No:201900300001187,2018/6/15,ã‡,2018/6/15 18:29,2018/6/15 21:45,000000013:å@ÇËÇ≤ÇΩÇ¬1,7,7,0,20,42609,3149,ìoò^Ç»Çµ
815,No:201900300001188,2018/6/15,ã‡,2018/6/15 19:14,2018/6/16 0:02,000000012:ÉeÅ[ÉuÉã3,2,2,0,19,11065,815,ìoò^Ç»Çµ
816,No:201900300001189,2018/6/15,ã‡,2018/6/15 19:19,2018/6/15 21:34,000000015:å@ÇËÇ≤ÇΩÇ¬3,8,8,0,8,28000,2072,ìoò^Ç»Çµ
817,No:201900300001190,2018/6/15,ã‡,2018/6/15 20:02,2018/6/15 23:26,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,3,0,28,17333,1273,ìoò^Ç»Çµ
818,No:201900300001191,2018/6/15,ã‡,2018/6/15 20:10,2018/6/15 20:39,000000010:ÉeÅ[ÉuÉã1,2,2,0,8,4263,313,ìoò^Ç»Çµ
819,No:201900300001192,2018/6/15,ã‡,2018/6/15 21:25,2018/6/15 22:20,000000010:ÉeÅ[ÉuÉã1,2,1,1,7,4037,297,ìoò^Ç»Çµ
820,No:201900300001193,2018/6/15,ã‡,2018/6/15 21:50,2018/6/16 0:01,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,10,5440,400,ìoò^Ç»Çµ
821,No:201900300001194,2018/6/15,ã‡,2018/6/15 22:08,2018/6/15 22:47,000000004:ÉJÉEÉìÉ^Å[4,2,2,0,6,3000,220,ìoò^Ç»Çµ
822,No:201900300001195,2018/6/15,ã‡,2018/6/15 22:35,2018/6/15 23:33,000000013:å@ÇËÇ≤ÇΩÇ¬1,7,7,0,12,8008,588,ìoò^Ç»Çµ
823,No:201900300001196,2018/6/16,ìy,2018/6/16 17:25,2018/6/16 19:38,000000021:å@ÇËÇ≤ÇΩÇ¬9,2,0,2,11,6011,441,ìoò^Ç»Çµ
824,No:201900300001197,2018/6/16,ìy,2018/6/16 17:36,2018/6/16 18:41,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,14,7945,585,ìoò^Ç»Çµ
825,No:201900300001198,2018/6/16,ìy,2018/6/16 17:37,2018/6/16 20:06,000000012:ÉeÅ[ÉuÉã3,3,0,3,18,12414,914,ìoò^Ç»Çµ
826,No:201900300001199,2018/6/16,ìy,2018/6/16 17:47,2018/6/16 19:51,000000020:å@ÇËÇ≤ÇΩÇ¬8,4,3,1,21,12919,949,ìoò^Ç»Çµ
827,No:201900300001200,2018/6/16,ìy,2018/6/16 17:53,2018/6/16 18:37,000000009:ÉJÉEÉìÉ^Å[9,1,1,0,5,3238,238,ìoò^Ç»Çµ
828,No:201900300001201,2018/6/16,ìy,2018/6/16 17:55,2018/6/16 20:23,000000017:å@ÇËÇ≤ÇΩÇ¬5,3,1,2,3,13500,999,ìoò^Ç»Çµ
829,No:201900300001202,2018/6/16,ìy,2018/6/16 18:08,2018/6/16 19:57,000000006:ÉJÉEÉìÉ^Å[6,2,0,2,10,6281,461,ìoò^Ç»Çµ
830,No:201900300001203,2018/6/16,ìy,2018/6/16 18:10,2018/6/16 20:06,000000011:ÉeÅ[ÉuÉã2,2,2,0,15,7749,569,ìoò^Ç»Çµ
831,No:201900300001204,2018/6/16,ìy,2018/6/16 18:14,2018/6/16 20:00,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,17,13699,1009,ìoò^Ç»Çµ
832,No:201900300001205,2018/6/16,ìy,2018/6/16 18:18,2018/6/16 20:55,000000004:ÉJÉEÉìÉ^Å[4,3,0,3,18,10069,739,ìoò^Ç»Çµ
833,No:201900300001206,2018/6/16,ìy,2018/6/16 18:31,2018/6/16 20:28,000000018:å@ÇËÇ≤ÇΩÇ¬6,3,1,2,14,12599,929,ìoò^Ç»Çµ
834,No:201900300001207,2018/6/16,ìy,2018/6/16 18:56,2018/6/16 21:01,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,11,5962,438,ìoò^Ç»Çµ
835,No:201900300001208,2018/6/16,ìy,2018/6/16 19:05,2018/6/16 21:24,000000019:å@ÇËÇ≤ÇΩÇ¬7,2,0,2,10,6703,493,ìoò^Ç»Çµ
836,No:201900300001209,2018/6/16,ìy,2018/6/16 19:40,2018/6/16 23:09,000000001:ÉJÉEÉìÉ^Å[1,2,1,1,8,9016,666,ìoò^Ç»Çµ
837,No:201900300001210,2018/6/16,ìy,2018/6/16 19:48,2018/6/16 21:13,000000021:å@ÇËÇ≤ÇΩÇ¬9,4,2,2,0,0,0,ìoò^Ç»Çµ
838,No:201900300001211,2018/6/16,ìy,2018/6/16 19:49,2018/6/16 22:24,000000013:å@ÇËÇ≤ÇΩÇ¬1,11,11,0,10,49000,3626,ìoò^Ç»Çµ
839,No:201900300001212,2018/6/16,ìy,2018/6/16 20:05,2018/6/16 20:45,000000006:ÉJÉEÉìÉ^Å[6,2,1,1,10,6044,444,ìoò^Ç»Çµ
840,No:201900300001213,2018/6/16,ìy,2018/6/16 20:10,2018/6/16 22:28,000000010:ÉeÅ[ÉuÉã1,2,1,1,16,9530,700,ìoò^Ç»Çµ
841,No:201900300001214,2018/6/16,ìy,2018/6/16 20:20,2018/6/16 23:17,000000020:å@ÇËÇ≤ÇΩÇ¬8,6,3,3,42,26888,1978,ìoò^Ç»Çµ
842,No:201900300001215,2018/6/16,ìy,2018/6/16 20:39,2018/6/16 22:23,000000017:å@ÇËÇ≤ÇΩÇ¬5,2,1,1,14,8688,638,ìoò^Ç»Çµ
843,No:201900300001216,2018/6/16,ìy,2018/6/16 21:02,2018/6/16 23:28,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,9,7449,549,ìoò^Ç»Çµ
844,No:201900300001217,2018/6/16,ìy,2018/6/16 21:10,2018/6/16 22:55,000000012:ÉeÅ[ÉuÉã3,6,0,6,20,11655,855,ìoò^Ç»Çµ
845,No:201900300001218,2018/6/16,ìy,2018/6/16 21:11,2018/6/16 21:47,000000009:ÉJÉEÉìÉ^Å[9,2,1,1,12,6480,476,ìoò^Ç»Çµ
846,No:201900300001219,2018/6/16,ìy,2018/6/16 22:09,2018/6/16 23:24,000000018:å@ÇËÇ≤ÇΩÇ¬6,5,5,0,32,17086,1256,ìoò^Ç»Çµ
847,No:201900300001220,2018/6/16,ìy,2018/6/16 22:58,2018/6/16 22:59,000000021:å@ÇËÇ≤ÇΩÇ¬9,4,2,2,18,12736,936,ìoò^Ç»Çµ
848,No:201900300001221,2018/6/16,ìy,2018/6/16 22:58,2018/6/16 22:59,000000021:å@ÇËÇ≤ÇΩÇ¬9,-4,-2,-2,-18,-12736,-936,ìoò^Ç»Çµ
849,No:201900300001222,2018/6/17,ì˙,2018/6/17 17:24,2018/6/17 18:16,000000005:ÉJÉEÉìÉ^Å[5,1,1,0,9,6757,497,ìoò^Ç»Çµ
850,No:201900300001223,2018/6/17,ì˙,2018/6/17 17:30,2018/6/17 19:01,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,1,1,19,13427,987,ìoò^Ç»Çµ
851,No:201900300001224,2018/6/17,ì˙,2018/6/17 18:11,2018/6/17 20:45,000000014:å@ÇËÇ≤ÇΩÇ¬2,4,1,3,20,12649,929,ìoò^Ç»Çµ
852,No:201900300001225,2018/6/17,ì˙,2018/6/17 18:51,2018/6/17 22:40,000000015:å@ÇËÇ≤ÇΩÇ¬3,2,2,0,21,11893,873,ìoò^Ç»Çµ
853,No:201900300001226,2018/6/17,ì˙,2018/6/17 19:05,2018/6/17 21:20,000000018:å@ÇËÇ≤ÇΩÇ¬6,7,7,0,45,27588,2028,ìoò^Ç»Çµ
854,No:201900300001227,2018/6/17,ì˙,2018/6/17 19:19,2018/6/17 22:01,000000012:ÉeÅ[ÉuÉã3,2,2,0,14,9304,684,ìoò^Ç»Çµ
855,No:201900300001228,2018/6/17,ì˙,2018/6/17 19:30,2018/6/17 21:35,000000009:ÉJÉEÉìÉ^Å[9,2,2,0,18,11678,858,ìoò^Ç»Çµ
856,No:201900300001229,2018/6/17,ì˙,2018/6/17 20:12,2018/6/17 22:21,000000016:å@ÇËÇ≤ÇΩÇ¬4,2,2,0,12,7188,528,ìoò^Ç»Çµ
857,No:201900300001230,2018/6/17,ì˙,2018/6/17 20:54,2018/6/17 22:17,000000021:å@ÇËÇ≤ÇΩÇ¬9,4,4,0,34,18832,1382,ìoò^Ç»Çµ
